Edad,Fecha de nacimiento,Sexo,Lugar de residencia,Composición del hogar,Grado de consanguinidad,Número de personas con quienes vive,Profesión de los padres,Nivel escolar,Rendimiento académico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contactó de forma inapropiada en redes,Involucrado en otros incidentes de agresión,Conocía a la víctima,Antecedentes penales o disciplinarios,Trastorno psicológico o adicción,Atención psicológica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia física o amenazas,Actuó solo o con otras personas,Edad inicio consumo pornográfico,Contenido violento o explícito en material
9,2013-07-20,Otro,West Sheilaville,Nuclear,Hermanos,6,Empleado público,Universitario,7,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,13,No
7,2023-08-22,Femenino,New Ianchester,Monoparental,Abuelos,1,Empresario,Secundaria,8,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,Impulsivo,No,Solo,11,Sí
3,2017-01-10,Femenino,Joneschester,Monoparental,Padres,5,Profesional,Técnico,6,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Impulsivo,Sí,Solo,6,No
2,2011-12-05,Masculino,East Rebeccatown,Extendida,Abuelos,2,Obrero,Primaria,1,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,11,Sí
4,2021-03-22,Otro,Lake Connor,Extendida,Padres,4,Desempleado,Primaria,5,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,No,Premeditado,Sí,Con otras personas,14,Sí
3,2023-06-20,Masculino,Ryantown,Monoparental,Otros familiares,3,Obrero,Técnico,3,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Impulsivo,No,Solo,11,No
13,2008-09-25,Femenino,Pamelaburgh,Nuclear,Otros familiares,3,Profesional,Secundaria,2,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Impulsivo,No,Con otras personas,9,Sí
2,2010-09-01,Femenino,Owensberg,Extendida,Tios,3,Empleado público,Técnico,5,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Impulsivo,Sí,Con otras personas,14,No
17,2012-10-12,Otro,Bushmouth,Extendida,Otros familiares,5,Empresario,Universitario,9,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,12,No
5,2022-10-21,Femenino,North Katelynberg,Nuclear,Abuelos,7,Profesor,Secundaria,3,No,No,No,Sí,No,No,Sí,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,12,Sí
3,2020-11-16,Femenino,Mclaughlinland,Extendida,Hermanos,1,Empresario,Universitario,1,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,Impulsivo,Sí,Con otras personas,10,No
15,2011-10-01,Otro,Devonville,Nuclear,Abuelos,5,Desempleado,Técnico,6,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Premeditado,No,Con otras personas,9,Sí
15,2007-08-02,Femenino,West Lori,Monoparental,Hermanos,3,Profesional,Secundaria,5,Sí,No,No,No,No,No,No,No,No,No,Sí,Premeditado,Sí,Solo,9,Sí
12,2015-11-14,Femenino,Port Jake,Monoparental,Padres,2,Empresario,Universitario,2,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,Impulsivo,No,Solo,8,No
10,2015-09-24,Femenino,Hoodfurt,Monoparental,Padres,2,Profesor,Universitario,8,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Premeditado,No,Solo,7,Sí
11,2020-10-06,Otro,Rodriguezton,Monoparental,Padres,5,Profesor,Universitario,4,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Premeditado,No,Con otras personas,7,No
4,2017-08-14,Femenino,New Jonathanberg,Monoparental,Otros familiares,5,Desempleado,Secundaria,9,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,8,Sí
14,2021-01-04,Otro,New Theresa,Nuclear,Padres,2,Empresario,Universitario,5,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Premeditado,No,Con otras personas,12,No
9,2019-12-10,Otro,Bakershire,Nuclear,Abuelos,6,Empresario,Técnico,9,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Impulsivo,No,Solo,9,No
16,2007-08-19,Femenino,Richmondchester,Extendida,Padres,3,Profesor,Técnico,6,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Impulsivo,No,Solo,10,No
13,2006-08-17,Femenino,Robertfort,Extendida,Hermanos,3,Empleado público,Primaria,6,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Con otras personas,10,Sí
15,2015-10-09,Femenino,Smithmouth,Monoparental,Otros familiares,6,Empleado público,Universitario,8,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,13,No
3,2009-09-01,Masculino,Jackfort,Monoparental,Hermanos,5,Obrero,Universitario,4,No,Sí,No,No,No,No,No,No,No,Sí,No,Impulsivo,Sí,Solo,12,Sí
14,2019-07-10,Masculino,Josephberg,Extendida,Otros familiares,7,Profesional,Universitario,4,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Premeditado,No,Solo,14,Sí
4,2014-10-23,Femenino,South Desiree,Nuclear,Abuelos,6,Empleado público,Secundaria,6,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Impulsivo,Sí,Con otras personas,10,Sí
14,2010-10-07,Femenino,Lake Bradley,Extendida,Abuelos,6,Desempleado,Universitario,1,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,7,No
13,2008-10-28,Otro,New Andreahaven,Extendida,Otros familiares,7,Empleado público,Primaria,9,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Premeditado,No,Solo,14,Sí
4,2009-11-14,Otro,Sandraborough,Extendida,Padres,2,Obrero,Universitario,7,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Premeditado,No,Con otras personas,14,Sí
1,2021-06-22,Otro,New Tom,Nuclear,Otros familiares,3,Profesor,Técnico,5,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Impulsivo,No,Con otras personas,14,Sí
11,2006-12-22,Masculino,Terrellborough,Nuclear,Abuelos,3,Desempleado,Secundaria,6,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Solo,12,No
7,2014-06-22,Masculino,South Christine,Monoparental,Abuelos,7,Profesor,Técnico,1,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,Premeditado,No,Con otras personas,11,Sí
14,2011-02-11,Femenino,Adamsbury,Monoparental,Padres,4,Empleado público,Técnico,3,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Premeditado,Sí,Solo,6,No
5,2008-11-15,Masculino,Suttontown,Monoparental,Tios,4,Obrero,Secundaria,6,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,Premeditado,No,Solo,14,No
9,2012-07-09,Otro,South Victoriaberg,Monoparental,Tios,2,Desempleado,Primaria,5,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Solo,9,No
15,2020-12-20,Otro,New Julie,Nuclear,Hermanos,2,Profesor,Técnico,4,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Premeditado,No,Con otras personas,8,No
11,2022-01-24,Femenino,West Kimberly,Monoparental,Hermanos,6,Profesional,Técnico,8,No,Sí,No,No,Sí,No,No,Sí,No,Sí,Sí,Impulsivo,Sí,Con otras personas,13,Sí
5,2016-07-01,Otro,Smithland,Extendida,Padres,5,Obrero,Universitario,4,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,7,Sí
15,2020-07-23,Masculino,Tannerbury,Nuclear,Hermanos,7,Profesor,Técnico,4,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Premeditado,No,Solo,9,No
14,2018-05-29,Masculino,Allenmouth,Monoparental,Tios,2,Desempleado,Secundaria,1,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,Impulsivo,Sí,Con otras personas,12,Sí
6,2020-03-13,Otro,Austinfort,Nuclear,Padres,6,Empleado público,Primaria,5,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,No,Impulsivo,Sí,Solo,11,No
17,2019-01-02,Masculino,Brandonland,Monoparental,Hermanos,2,Profesional,Universitario,8,No,No,No,No,No,No,Sí,No,Sí,No,Sí,Premeditado,No,Con otras personas,11,Sí
10,2011-05-12,Masculino,Lauraburgh,Nuclear,Tios,6,Empleado público,Universitario,7,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,7,No
16,2010-01-23,Otro,South Justinfort,Nuclear,Otros familiares,5,Profesor,Primaria,7,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Impulsivo,No,Solo,10,No
17,2018-01-13,Femenino,Rogersbury,Nuclear,Tios,1,Profesor,Primaria,6,No,Sí,No,Sí,Sí,Sí,No,No,No,Sí,No,Premeditado,Sí,Con otras personas,8,No
1,2010-08-18,Masculino,Sarahland,Monoparental,Tios,2,Obrero,Secundaria,9,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Premeditado,No,Solo,8,Sí
8,2014-06-15,Femenino,Mitchellland,Nuclear,Padres,1,Profesor,Secundaria,2,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Con otras personas,10,No
12,2007-09-15,Masculino,Lake Angelaport,Monoparental,Padres,7,Profesional,Universitario,5,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Impulsivo,Sí,Con otras personas,7,Sí
17,2017-08-25,Otro,Mackenzieview,Extendida,Otros familiares,5,Profesional,Primaria,5,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Premeditado,Sí,Con otras personas,8,No
16,2018-08-31,Femenino,New Brandiburgh,Nuclear,Padres,4,Empleado público,Primaria,1,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,Premeditado,No,Solo,13,Sí
2,2011-09-26,Femenino,South Natashaborough,Monoparental,Hermanos,6,Obrero,Primaria,2,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Premeditado,No,Solo,10,No
15,2011-04-04,Femenino,Robynberg,Extendida,Abuelos,3,Obrero,Técnico,5,No,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,11,No
8,2019-05-17,Otro,Morganmouth,Extendida,Padres,3,Empleado público,Secundaria,2,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Solo,10,Sí
2,2006-02-26,Masculino,Julieton,Monoparental,Tios,3,Profesional,Técnico,8,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,14,Sí
15,2015-04-19,Otro,East Melissaville,Monoparental,Hermanos,7,Obrero,Técnico,3,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Premeditado,Sí,Solo,10,No
2,2015-07-21,Masculino,South Darryl,Nuclear,Abuelos,4,Profesional,Secundaria,4,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,9,No
17,2022-02-24,Otro,Huertastad,Extendida,Padres,3,Obrero,Técnico,1,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Premeditado,No,Con otras personas,6,No
8,2017-05-28,Masculino,Lynchbury,Nuclear,Tios,1,Obrero,Primaria,1,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Premeditado,No,Solo,7,Sí
8,2009-10-30,Otro,Caseychester,Monoparental,Tios,1,Profesional,Secundaria,4,No,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,11,Sí
1,2018-02-28,Femenino,Hernandezton,Extendida,Abuelos,1,Profesional,Primaria,6,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Premeditado,Sí,Con otras personas,8,No
15,2014-02-02,Masculino,Alfredmouth,Nuclear,Hermanos,2,Profesor,Técnico,3,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Impulsivo,No,Con otras personas,6,Sí
11,2006-01-04,Otro,Marquezport,Monoparental,Hermanos,1,Desempleado,Técnico,2,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Solo,9,No
3,2014-09-12,Otro,West Susanbury,Extendida,Tios,5,Obrero,Universitario,4,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,Premeditado,No,Solo,14,No
2,2023-04-12,Masculino,Kerrbury,Monoparental,Tios,3,Obrero,Secundaria,6,Sí,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Premeditado,No,Con otras personas,9,No
15,2022-05-17,Masculino,Lisafort,Extendida,Padres,2,Empleado público,Primaria,4,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,7,No
6,2021-03-06,Masculino,Jeffersonview,Monoparental,Padres,2,Profesional,Técnico,9,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,6,Sí
5,2018-07-02,Otro,South Thomas,Nuclear,Otros familiares,4,Obrero,Universitario,4,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Impulsivo,Sí,Con otras personas,10,Sí
8,2009-09-09,Femenino,North Maria,Nuclear,Hermanos,3,Empleado público,Secundaria,7,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Impulsivo,Sí,Solo,12,No
8,2011-05-11,Femenino,Carrillotown,Monoparental,Otros familiares,5,Empleado público,Universitario,9,No,No,No,No,No,No,No,No,Sí,No,Sí,Premeditado,No,Con otras personas,9,Sí
11,2010-06-17,Masculino,Gallowayburgh,Nuclear,Hermanos,3,Profesional,Secundaria,1,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,Premeditado,Sí,Solo,6,No
1,2017-01-07,Femenino,North Angelafort,Nuclear,Abuelos,2,Obrero,Primaria,5,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Premeditado,No,Solo,10,No
12,2011-09-06,Femenino,Lake Laura,Monoparental,Otros familiares,5,Profesor,Primaria,6,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Premeditado,Sí,Con otras personas,8,Sí
1,2007-06-16,Femenino,Jonesmouth,Nuclear,Abuelos,3,Desempleado,Primaria,6,No,No,No,No,No,No,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,14,No
16,2017-03-15,Otro,Diaztown,Monoparental,Padres,1,Profesor,Técnico,6,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Impulsivo,Sí,Con otras personas,9,No
7,2010-08-04,Masculino,New Kennethbury,Extendida,Padres,2,Profesor,Secundaria,2,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,6,No
8,2017-10-18,Masculino,Port Gregory,Monoparental,Otros familiares,7,Empleado público,Técnico,4,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,Impulsivo,No,Solo,13,No
16,2011-12-24,Femenino,West Jonathan,Extendida,Hermanos,4,Profesor,Universitario,3,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Impulsivo,Sí,Con otras personas,10,No
2,2016-04-14,Femenino,Aliside,Extendida,Tios,2,Desempleado,Secundaria,2,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Impulsivo,Sí,Solo,8,Sí
4,2015-11-04,Masculino,Ruizchester,Monoparental,Padres,6,Profesor,Primaria,1,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Premeditado,Sí,Solo,12,Sí
4,2006-07-11,Masculino,Michaelland,Extendida,Abuelos,1,Empleado público,Primaria,2,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Premeditado,Sí,Solo,11,Sí
9,2016-06-23,Femenino,North Chadland,Monoparental,Abuelos,5,Profesional,Universitario,4,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,6,No
1,2013-10-29,Masculino,North Patricia,Extendida,Padres,6,Empleado público,Técnico,7,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Premeditado,Sí,Con otras personas,12,No
3,2005-10-22,Masculino,New Davidland,Extendida,Hermanos,2,Profesional,Secundaria,6,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Premeditado,Sí,Solo,7,No
13,2013-01-24,Otro,Jessicastad,Extendida,Hermanos,2,Empresario,Primaria,3,No,Sí,Sí,No,Sí,No,No,Sí,No,No,Sí,Premeditado,No,Con otras personas,14,Sí
10,2008-09-03,Femenino,East Kelly,Nuclear,Hermanos,6,Desempleado,Secundaria,7,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Premeditado,No,Con otras personas,13,Sí
3,2012-03-18,Masculino,Robertsbury,Extendida,Hermanos,4,Profesor,Primaria,4,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Premeditado,Sí,Con otras personas,14,No
8,2020-07-22,Femenino,North Kellyport,Monoparental,Hermanos,1,Profesional,Secundaria,3,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Impulsivo,Sí,Solo,13,No
7,2020-07-11,Femenino,Port Leah,Monoparental,Tios,1,Empresario,Técnico,9,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,10,Sí
9,2017-09-30,Masculino,Brandimouth,Extendida,Abuelos,5,Empresario,Universitario,4,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Premeditado,No,Solo,8,No
12,2008-07-14,Femenino,West Brianbury,Nuclear,Hermanos,1,Profesor,Técnico,6,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,7,No
6,2016-07-02,Otro,Parkermouth,Monoparental,Padres,2,Profesor,Universitario,3,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Impulsivo,No,Con otras personas,9,Sí
16,2019-02-26,Otro,South Courtneyton,Extendida,Tios,4,Obrero,Universitario,6,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Premeditado,Sí,Solo,6,Sí
14,2010-01-10,Masculino,Cynthiaview,Monoparental,Tios,3,Desempleado,Secundaria,3,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Impulsivo,Sí,Solo,8,No
12,2011-07-02,Femenino,Dawnstad,Nuclear,Tios,4,Profesional,Primaria,8,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,9,Sí
3,2017-12-10,Femenino,East Ericachester,Monoparental,Hermanos,6,Empresario,Primaria,6,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Impulsivo,No,Con otras personas,10,No
15,2009-08-19,Femenino,Christinabury,Monoparental,Hermanos,1,Empresario,Universitario,1,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Con otras personas,11,Sí
7,2011-03-25,Masculino,Shelbybury,Extendida,Hermanos,3,Empleado público,Técnico,5,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Impulsivo,No,Solo,11,No
12,2011-05-07,Femenino,East Natasha,Extendida,Abuelos,2,Empresario,Secundaria,2,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Impulsivo,Sí,Con otras personas,11,No
8,2020-10-29,Masculino,Martinezhaven,Extendida,Tios,1,Empleado público,Técnico,9,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Premeditado,Sí,Con otras personas,11,No
13,2022-09-24,Masculino,Stevenland,Monoparental,Padres,2,Obrero,Primaria,9,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Impulsivo,Sí,Con otras personas,6,Sí
9,2009-05-23,Masculino,Davistown,Nuclear,Abuelos,1,Empresario,Secundaria,5,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Impulsivo,No,Con otras personas,9,Sí
17,2017-11-25,Masculino,Gomezton,Extendida,Abuelos,5,Profesional,Secundaria,4,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,12,Sí
17,2010-05-03,Masculino,Taylormouth,Monoparental,Tios,1,Profesor,Secundaria,1,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Impulsivo,Sí,Con otras personas,7,Sí
3,2010-09-19,Femenino,Carolmouth,Nuclear,Padres,7,Empresario,Técnico,7,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,10,Sí
3,2014-05-19,Femenino,East Justin,Monoparental,Abuelos,2,Profesor,Universitario,6,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Premeditado,Sí,Solo,9,No
14,2012-11-23,Masculino,Port Robin,Monoparental,Hermanos,3,Obrero,Técnico,9,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Impulsivo,No,Con otras personas,9,Sí
10,2021-12-04,Femenino,Larryberg,Monoparental,Tios,2,Empresario,Primaria,5,No,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Premeditado,Sí,Solo,9,Sí
4,2010-05-16,Masculino,Cynthiastad,Monoparental,Padres,3,Desempleado,Técnico,4,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Premeditado,Sí,Con otras personas,12,No
17,2018-02-11,Femenino,Jacksonland,Nuclear,Tios,4,Obrero,Secundaria,6,No,No,Sí,No,Sí,No,No,No,No,No,No,Impulsivo,Sí,Solo,11,No
8,2023-01-15,Otro,Morrowfort,Nuclear,Otros familiares,1,Obrero,Técnico,6,No,No,No,Sí,No,No,Sí,No,No,Sí,No,Premeditado,No,Con otras personas,8,No
2,2017-04-17,Femenino,Crawfordport,Extendida,Otros familiares,6,Obrero,Universitario,5,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Impulsivo,No,Con otras personas,11,Sí
14,2013-05-23,Masculino,East Jonathanborough,Extendida,Tios,5,Obrero,Primaria,9,Sí,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Premeditado,Sí,Con otras personas,14,Sí
5,2006-05-28,Femenino,Stephanieburgh,Monoparental,Abuelos,2,Profesor,Universitario,9,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,Impulsivo,Sí,Con otras personas,6,No
6,2013-05-08,Otro,Lopezmouth,Monoparental,Otros familiares,1,Profesional,Universitario,4,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Con otras personas,13,No
6,2023-09-21,Femenino,Cabreraborough,Monoparental,Abuelos,3,Desempleado,Técnico,6,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,No,Premeditado,Sí,Solo,11,Sí
1,2017-10-04,Masculino,Elliottland,Extendida,Tios,1,Obrero,Primaria,5,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,Premeditado,Sí,Solo,9,No
16,2023-06-10,Femenino,Cruzburgh,Monoparental,Padres,7,Obrero,Técnico,9,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Impulsivo,Sí,Solo,12,No
6,2010-04-03,Masculino,Susanmouth,Monoparental,Padres,4,Obrero,Técnico,7,No,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Solo,6,Sí
6,2007-09-14,Femenino,North Lorrainebury,Monoparental,Hermanos,7,Empleado público,Primaria,4,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Con otras personas,14,No
4,2013-08-20,Otro,Davidside,Nuclear,Padres,6,Desempleado,Secundaria,8,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,Premeditado,Sí,Solo,7,Sí
7,2009-01-31,Otro,Shannonside,Monoparental,Padres,3,Profesional,Universitario,6,No,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Impulsivo,No,Con otras personas,7,No
6,2008-06-12,Masculino,Hoffmanberg,Monoparental,Otros familiares,4,Empresario,Técnico,3,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,7,No
14,2015-06-24,Otro,Sellerschester,Extendida,Abuelos,4,Empleado público,Secundaria,2,Sí,No,Sí,No,No,Sí,No,No,Sí,No,No,Premeditado,Sí,Solo,12,Sí
17,2015-04-20,Otro,Hancockburgh,Nuclear,Otros familiares,5,Obrero,Primaria,9,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,Premeditado,No,Solo,13,No
14,2009-11-11,Masculino,Lake Jenniferfurt,Monoparental,Padres,2,Empleado público,Universitario,8,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,8,Sí
2,2017-10-12,Femenino,West Nathantown,Nuclear,Hermanos,6,Profesor,Técnico,8,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Premeditado,Sí,Con otras personas,12,Sí
15,2016-06-06,Femenino,Debbiehaven,Monoparental,Padres,2,Empresario,Primaria,9,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Premeditado,No,Con otras personas,8,Sí
5,2023-04-28,Otro,Estradaview,Extendida,Otros familiares,7,Empleado público,Universitario,5,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Impulsivo,No,Con otras personas,11,No
14,2016-10-08,Femenino,West Tiffanyfurt,Nuclear,Otros familiares,2,Profesional,Técnico,4,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Premeditado,No,Solo,10,No
12,2009-07-12,Femenino,Cabrerafort,Nuclear,Padres,3,Empleado público,Universitario,8,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Impulsivo,Sí,Solo,7,No
9,2011-03-10,Otro,Davidburgh,Monoparental,Padres,2,Profesional,Primaria,2,Sí,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,6,Sí
11,2015-11-13,Femenino,Martinezshire,Extendida,Hermanos,2,Obrero,Primaria,1,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,Impulsivo,No,Solo,6,No
8,2006-12-27,Femenino,Hernandezmouth,Monoparental,Abuelos,6,Empleado público,Secundaria,3,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Premeditado,No,Solo,12,Sí
9,2013-10-09,Otro,Lindsayburgh,Monoparental,Abuelos,7,Obrero,Técnico,1,No,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Solo,6,No
2,2012-05-29,Masculino,South Jessicafort,Extendida,Abuelos,7,Desempleado,Universitario,5,Sí,No,No,Sí,Sí,No,No,No,Sí,No,Sí,Premeditado,No,Solo,11,No
7,2015-10-23,Otro,Edwardsberg,Nuclear,Abuelos,5,Profesional,Primaria,6,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Solo,9,No
5,2014-12-25,Femenino,Martinezbury,Monoparental,Hermanos,2,Empleado público,Primaria,2,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,6,No
9,2022-09-28,Otro,Port Sydney,Monoparental,Abuelos,5,Profesor,Secundaria,3,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,9,No
